CID,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
527,43.85243225097656,41.387081146240234,2.7071125507354736,8.043148040771484,1.6058186292648315,1.3760381937026978,3.8979527950286865,5.250767230987549,6.1964335441589355,12.6563081741333,4.063723564147949,5.628312110900879,4.621509075164795,5.487534046173096,4.740964889526367,4.681703567504883,7.426507472991943,1.6202393770217896,3.112078905105591,1.604032039642334,11.070845603942871
612,59.06765365600586,31.97582244873047,2.3890068531036377,5.517213821411133,0.42614245414733887,1.6844935417175293,2.788407325744629,5.903644561767578,3.603026866912842,16.527687072753906,9.201967239379883,4.575698375701904,6.621091365814209,11.925100326538086,9.66027545928955,5.973060607910156,11.132505416870117,3.4503307342529297,0.7364920377731323,1.9868444204330444,10.445313453674316
650,80.5625,26.270833333,1.416666667,2.791666667,2.3125,0.020833333,3.020833333,7.770833333,5.5,27.583333333,5.5,10.729166667,6.458333333,14.208333333,9.270833333,12.708333333,4.083333333,2.958333333,2.041666667,0.1875,26.645833333
660,46.1627082824707,48.68900680541992,12.841353416442871,21.550281524658203,1.9428083896636963,-0.15501895546913147,0.7023566365242004,5.87492036819458,8.25269603729248,5.183864116668701,5.403636932373047,6.466882228851318,7.56747579574585,7.4240336418151855,0.8432292342185974,9.067562103271484,1.7827236652374268,2.2322418689727783,0.8627927899360657,7.137782573699951,21.032413482666016
798,53.075164794921875,50.64619445800781,11.428372383117676,21.25221061706543,9.666787147521973,0.9487628936767578,0.6258161664009094,8.371419906616211,8.89807415008545,5.060924530029297,3.4743285179138184,11.651959419250488,8.920894622802734,3.4110538959503174,1.6625727415084839,8.338537216186523,2.7336039543151855,4.621292591094971,0.8625414371490479,7.67084264755249,24.53289794921875
957,65.291666667,50.75,0.041666667,11.9375,8.958333333,0.041666667,0.333333333,1.479166667,10.3125,8.208333333,3.9375,10.458333333,1.0,10.25,1.104166667,7.583333333,1.75,2.708333333,3.6875,9.041666667,28.645833333
999,53.91324996948242,48.58588409423828,0.32478588819503784,22.32323455810547,7.541119575500488,-0.09568293392658234,0.7117375135421753,4.885380268096924,3.945183753967285,4.722018241882324,1.7746062278747559,7.650699138641357,4.562470436096191,8.92236328125,1.9786012172698975,6.668999195098877,4.833977699279785,3.28425931930542,6.3851423263549805,24.1462459564209,18.85308265686035
1031,22.293415069580078,40.05143356323242,4.489158630371094,3.031683921813965,0.8855715990066528,1.1815537214279175,3.6608221530914307,5.018162250518799,5.744375705718994,17.230072021484375,5.346076488494873,7.048722267150879,6.118382930755615,10.415298461914062,4.07374906539917,4.201724529266357,8.151564598083496,3.485212564468384,4.515515327453613,1.2301225662231445,10.072650909423828
1032,27.08988764,39.222222222,1.37037037,4.814814815,2.462962963,1.092592593,4.388888889,4.962962963,2.648148148,22.555555556,2.685185185,5.055555556,4.351851852,12.759259259,5.277777778,2.0,1.722222222,1.481481482,1.037037037,2.018518518,13.425925926
1060,67.898,40.383,8.4681,19.7234,0.0213,1.2766,1.4468,6.3191,4.4043,9.8298,15.3617,5.9149,7.1064,9.7234,7.3617,0.0,2.0426,6.3404,0.0213,0.6596,0.0
1068,54.133333333,35.044444444,2.444444444,8.111111111,4.933333333,6.8,4.866666667,10.4,4.266666667,14.311111111,0.422222222,2.8,2.8,7.111111111,7.2,2.955555556,17.377777778,1.577777778,5.6,1.666666667,6.066666667
1127,57.35073471069336,48.78416061401367,1.3137072324752808,0.9356980323791504,-0.12290481477975845,2.2116665840148926,16.36058807373047,12.063719749450684,2.521059036254883,11.99920654296875,12.066576957702637,5.123951435089111,5.841334342956543,10.776554107666016,5.893936634063721,5.297987461090088,12.5136137008667,4.837454795837402,3.257380723953247,0.8116065859794617,14.565505981445312
1140,54.98752212524414,45.73456573486328,6.5473856925964355,10.090627670288086,4.211219787597656,0.7088249325752258,1.3599642515182495,6.1451096534729,3.6841490268707275,5.770504474639893,6.404897689819336,7.324459075927734,6.660460948944092,6.303088188171387,0.900195300579071,5.939790725708008,5.931319236755371,3.1198155879974365,1.3209718465805054,1.072137713432312,30.929092407226562
1146,29.05463409423828,40.22208786010742,4.93872594833374,3.165191650390625,-0.8487539887428284,-0.04744739085435867,1.6761528253555298,4.729494571685791,5.964903831481934,15.372170448303223,6.123790740966797,9.843214988708496,5.718662738800049,10.884803771972656,4.328855514526367,5.2070159912109375,2.277571439743042,3.988471031188965,2.2451353073120117,2.0572669506073,18.296653747558594
1183,77.291666667,85.553191489,47.468085106,68.127659574,7.425531915,0.021276596,0.021276596,13.0,0.893617021,0.659574468,1.489361702,0.021276596,19.70212766,0.510638298,0.021276596,0.021276596,0.021276596,1.340425532,0.617021277,5.808510638,1.595744681
1213,53.8741455078125,54.09663009643555,2.2927660942077637,21.730182647705078,9.155898094177246,0.27520206570625305,2.1229910850524902,8.198573112487793,5.429582118988037,4.305019855499268,6.664984226226807,7.04813814163208,8.598540306091309,5.066659927368164,1.0594093799591064,1.3226749897003174,2.455249071121216,5.5780768394470215,4.9005231857299805,10.957121849060059,10.141020774841309
2214,37.5,45.829787234,4.978723404,10.914893617,4.319148936,0.255319149,3.276595745,10.425531915,2.29787234,9.510638298,13.170212766,3.70212766,10.978723404,7.70212766,0.638297872,2.659574468,3.638297872,5.617021277,4.212765957,3.957446808,14.680851064
2758,71.468085106,61.0,2.808510638,12.829787234,4.659574468,0.021276596,0.553191489,6.085106383,13.808510638,3.404255319,1.574468085,6.787234043,8.361702128,3.404255319,1.234042553,4.531914894,2.021276596,0.021276596,5.872340426,13.361702128,30.382978723
2879,80.916666667,33.083333333,0.583333333,4.416666667,2.125,0.729166667,0.770833333,4.8125,8.645833333,6.625,10.645833333,9.770833333,7.833333333,15.75,5.3125,13.270833333,10.854166667,2.479166667,1.104166667,2.375,31.25
2969,50.795454545,29.166666667,0.020833333,2.645833333,0.020833333,1.291666667,4.0,3.125,6.083333333,8.541666667,7.25,13.479166667,9.3125,11.541666667,7.5,7.395833333,2.833333333,11.354166667,2.020833333,2.041666667,26.520833333
3314,50.61802291870117,58.297645568847656,6.269021034240723,20.488750457763672,2.6420929431915283,-0.08553174883127213,1.0248498916625977,7.3952226638793945,3.862330198287964,4.203749656677246,4.560387134552002,3.792212963104248,8.010540008544922,2.7592451572418213,1.078546404838562,3.5904407501220703,1.7607324123382568,2.9197304248809814,3.6730966567993164,12.727137565612793,2.037698984146118
3776,10.235294118,41.764705882,5.294117647,1.529411765,0.0,0.764705882,4.705882353,7.411764706,5.117647059,6.235294118,5.352941176,9.941176471,6.705882353,10.529411765,4.823529412,2.352941176,3.176470588,4.529411765,2.705882353,0.0,13.235294118
4133,73.367346939,59.714285714,1.102040816,25.571428571,3.428571429,0.020408163,0.020408163,10.632653061,11.408163265,3.795918367,0.714285714,3.102040816,5.510204082,0.020408163,0.87755102,4.897959184,1.632653061,0.183673469,4.285714286,5.755102041,22.836734694
5634,44.235435485839844,34.74421691894531,0.7318652868270874,2.917508840560913,1.0977580547332764,0.38248494267463684,3.0990307331085205,6.333451747894287,3.2625439167022705,12.687092781066895,10.282390594482422,10.522665023803711,5.0692291259765625,14.51791763305664,10.112483024597168,5.443080902099609,3.085737466812134,5.215569019317627,2.9367125034332275,4.872622489929199,4.3680901527404785
6050,69.630434783,22.804347826,0.695652174,0.826086957,0.173913043,4.97826087,5.173913044,1.108695652,2.934782609,24.847826087,3.217391304,8.282608696,5.826086956,20.413043478,14.282608696,7.217391304,14.739130435,5.347826087,3.804347826,2.934782609,9.043478261
6054,72.857142857,51.346938776,0.265306122,18.632653061,5.244897959,0.020408163,0.265306122,6.489795918,1.265306122,5.367346939,3.163265306,5.714285714,7.510204082,10.632653061,5.387755102,6.306122449,4.081632653,4.06122449,7.918367347,30.408163265,14.714285714
6106,75.56263732910156,30.979970932006836,0.06558285653591156,7.173760890960693,0.6484634876251221,0.930221438407898,2.305856227874756,5.9058380126953125,4.064539909362793,22.860414505004883,4.918052673339844,4.602278709411621,9.341887474060059,6.750224590301514,8.334731101989746,5.741469860076904,7.534202575683594,1.6821907758712769,3.844662666320801,4.7338762283325195,12.989514350891113
6184,61.985074627,21.367346939,0.204081633,0.102040816,1.326530612,2.816326531,0.816326531,4.285714286,5.12244898,16.12244898,7.306122449,7.12244898,6.836734694,17.265306122,7.816326531,10.775510204,12.469387755,6.653061224,1.857142857,0.163265306,24.653061224
6276,66.657142857,25.114285714,0.028571429,2.885714286,1.285714286,1.857142857,2.285714286,5.714285714,6.8,18.257142857,3.942857143,7.4,1.771428571,22.628571429,18.342857143,14.171428571,12.714285714,4.4,2.2,0.228571429,7.457142857
6305,55.279624938964844,52.5633430480957,2.0619890689849854,15.463794708251953,2.834002733230591,0.2985381484031677,0.8235684633255005,7.587812423706055,6.902415752410889,4.950385570526123,9.570169448852539,4.853146076202393,5.802100658416748,4.398377418518066,0.43480587005615234,5.829449653625488,2.162976026535034,4.977578163146973,7.020809173583984,15.318709373474121,22.702306747436523
6501,37.804347826,60.606060606,5.393939394,28.727272727,14.151515152,2.515151515,2.303030303,3.363636364,4.0,5.939393939,1.878787879,0.272727273,6.939393939,6.303030303,2.96969697,4.787878788,1.545454546,1.727272727,1.636363636,13.303030303,9.272727273
6544,59.91862869262695,49.317237854003906,7.120479106903076,22.303918838500977,6.736099720001221,1.0317823886871338,1.4641238451004028,10.473806381225586,4.798869609832764,4.030299663543701,3.2808139324188232,4.224454879760742,7.32016134262085,6.320496082305908,3.2460317611694336,6.28591251373291,5.472278118133545,4.9238200187683105,6.494272232055664,8.009419441223145,12.32016658782959
6560,46.0,36.566666667,3.933333333,7.2,1.866666667,0.0,1.266666667,5.033333333,5.633333333,4.6,3.833333333,10.466666667,4.933333333,10.6,12.4,2.8,0.9,0.566666667,1.8,0.666666667,19.233333333
6561,34.5421028137207,36.491912841796875,8.189170837402344,7.112766742706299,1.4006186723709106,2.3666491508483887,4.430661678314209,7.8111958503723145,5.658774375915527,9.994318008422852,3.4598212242126465,8.0347900390625,1.7018944025039673,10.739643096923828,9.32863998413086,4.408638000488281,8.310779571533203,1.6468507051467896,2.640446424484253,2.0565907955169678,19.96277618408203
6569,33.486486486,41.864864865,2.378378378,7.432432432,1.405405405,1.378378378,5.216216216,8.648648649,5.918918919,9.702702703,5.297297297,7.081081081,0.891891892,8.567567568,7.216216216,3.72972973,1.891891892,2.864864865,3.513513514,3.432432432,19.027027027
6584,27.05,25.844444444,0.0,1.311111111,0.377777778,0.2,5.422222222,6.044444444,4.022222222,18.244444444,1.466666667,12.4,2.844444444,7.777777778,9.466666667,7.577777778,5.733333333,3.088888889,0.444444444,0.088888889,28.244444444
6590,45.31147541,24.925,1.525,5.65,4.775,0.7,2.175,4.975,1.225,16.875,3.475,2.425,7.325,15.975,12.075,5.775,13.475,2.725,0.0,2.7,6.15
6654,56.25934600830078,50.45085525512695,-0.041757982224226,9.44540023803711,2.0092618465423584,-0.48975515365600586,0.9905045628547668,10.703621864318848,10.520989418029785,4.634817123413086,2.831688404083252,15.337724685668945,9.700758934020996,3.583738327026367,0.3082708418369293,7.315394878387451,3.346984386444092,10.52171516418457,6.0986647605896,7.592724323272705,31.9090576171875
6736,46.585723876953125,52.199092864990234,22.02853775024414,18.594541549682617,7.4703898429870605,1.5770362615585327,1.7462050914764404,7.863498687744141,7.348046779632568,5.1476569175720215,4.450566291809082,9.646703720092773,8.317749977111816,7.07169771194458,2.629821538925171,2.7119200229644775,2.664985179901123,2.0280909538269043,2.7647690773010254,12.149781227111816,25.18950653076172
6982,55.780860900878906,51.857295989990234,3.8345394134521484,12.974897384643555,2.7054481506347656,0.5686090588569641,1.426863431930542,20.297645568847656,6.054062366485596,7.607761383056641,5.950013160705566,3.311790943145752,8.664228439331055,6.8611273765563965,1.632752776145935,1.5663471221923828,2.6076414585113525,4.774796485900879,4.836765289306641,8.680936813354492,6.168567180633545
6989,70.8367,42.5625,1.0,2.8333,0.5417,0.0208,0.8542,20.4583,4.4167,5.6875,5.5417,4.8125,10.3542,5.5625,0.0208,0.0,3.4583,4.3333,1.9792,0.6875,0.0
6997,84.06122449,30.265306122,2.0,10.183673469,4.12244898,0.020408163,0.081632653,2.775510204,8.102040816,4.959183674,10.081632653,15.346938776,7.285714286,11.12244898,0.448979592,12.918367347,2.448979592,3.142857143,1.346938776,5.714285714,52.632653061
6998,78.382978723,29.659574468,0.021276596,4.106382979,3.340425532,0.021276596,0.872340426,4.85106383,10.14893617,4.553191489,16.085106383,16.872340426,8.042553192,2.276595745,1.617021277,10.893617021,1.234042553,5.29787234,0.021276596,1.531914894,35.957446809
7059,68.574468085,36.744680851,3.063829787,7.70212766,4.042553191,0.0,0.723404255,4.744680851,4.404255319,6.70212766,4.106382979,10.765957447,2.29787234,8.361702128,2.021276596,11.531914894,0.85106383,1.29787234,2.446808511,5.0,25.170212766
7119,72.354166667,57.916666667,2.354166667,25.4375,5.520833333,0.145833333,0.166666667,4.8125,5.104166667,2.3125,0.333333333,8.0,11.0625,2.583333333,0.166666667,13.104166667,2.3125,1.416666667,2.958333333,17.958333333,32.1875
7122,64.239130435,52.346938776,2.224489796,21.612244898,7.102040816,0.510204082,0.020408163,5.816326531,11.0,4.040816326,3.0,6.795918367,6.408163265,2.204081633,1.040816327,8.959183674,1.285714286,0.0,2.795918367,11.87755102,29.285714286
7128,40.40956497192383,56.39471435546875,10.440300941467285,23.938385009765625,6.775191783905029,0.11473753303289413,0.8835247755050659,9.039470672607422,3.4397435188293457,5.1227898597717285,6.790703773498535,1.9659130573272705,7.56365442276001,0.1864808052778244,0.277012437582016,1.0465970039367676,2.4955413341522217,4.545995235443115,0.18553265929222107,7.6530938148498535,6.345226287841797
7150,25.088888889,45.47826087,4.52173913,12.782608696,7.130434783,0.956521739,1.0,7.217391304,3.347826087,4.608695652,4.652173913,6.739130435,8.652173913,3.130434783,2.043478261,1.173913044,5.173913044,4.782608696,1.869565217,12.913043478,11.086956522
7165,64.933333333,58.8,1.111111111,27.355555556,15.177777778,0.022222222,0.933333333,3.555555556,10.4,5.333333333,1.444444444,11.444444444,5.822222222,1.4,2.711111111,3.733333333,2.111111111,2.333333333,3.466666667,8.755555556,29.177777778
7194,19.588235294,54.605263158,0.0,12.263157895,0.289473684,0.0,0.789473684,4.131578947,4.552631579,3.552631579,0.263157895,3.868421053,2.894736842,4.078947368,0.394736842,1.894736842,0.0,1.5,2.210526316,25.763157895,11.052631579
7284,50.478599548339844,48.381065368652344,2.0745980739593506,13.040491104125977,1.4667396545410156,2.201845169067383,2.665705680847168,11.404545783996582,1.5910502672195435,12.319242477416992,10.062989234924316,6.174531936645508,5.135152339935303,19.226823806762695,20.454570770263672,3.8004961013793945,9.15810489654541,1.4868710041046143,1.3899799585342407,3.3112471103668213,8.651281356811523
7344,79.61100006103516,21.165376663208008,3.3773300647735596,15.078681945800781,4.96586275100708,1.8438725471496582,1.7486432790756226,4.215372085571289,5.915579319000244,32.52774429321289,4.362273216247559,7.1018476486206055,6.741995334625244,9.173711776733398,14.122037887573242,12.24545669555664,10.000334739685059,2.6722891330718994,1.040830135345459,3.845311164855957,23.485414505004883
7363,56.974891662597656,46.00253677368164,9.779097557067871,16.051504135131836,6.683320999145508,0.6585007309913635,1.6673084497451782,8.155902862548828,3.751945972442627,8.206226348876953,5.795764446258545,5.586997032165527,4.9580488204956055,6.240684509277344,2.6011404991149902,4.8911848068237305,3.0401461124420166,1.2270879745483398,1.4004864692687988,1.3294962644577026,17.89702033996582
7410,80.918367347,52.12244898,1.285714286,21.346938776,9.081632653,0.040816327,1.428571429,5.979591837,7.326530612,3.448979592,4.551020408,11.510204082,4.918367347,3.959183674,0.489795918,9.163265306,1.387755102,1.448979592,1.734693878,15.714285714,34.755102041
7460,63.313636779785156,41.83890151977539,1.602542519569397,6.963764190673828,4.992056846618652,0.2213885486125946,2.1570801734924316,11.398591041564941,7.976992130279541,7.168034076690674,6.698392391204834,20.495983123779297,4.924243450164795,6.709646701812744,2.0980677604675293,12.12944221496582,3.016058921813965,5.048377513885498,3.816866159439087,2.5434677600860596,28.223064422607422
7463,68.177777778,37.0,0.306122449,5.142857143,3.142857143,0.183673469,3.612244898,11.897959184,10.326530612,9.12244898,9.448979592,21.755102041,3.897959184,5.224489796,2.448979592,16.12244898,2.326530612,6.959183674,3.448979592,0.897959184,46.367346939
7519,75.895833333,29.75,0.083333333,2.895833333,1.083333333,1.541666667,1.583333333,2.979166667,4.583333333,7.375,9.5625,15.1875,5.208333333,8.270833333,3.166666667,14.854166667,5.0625,7.375,2.1875,2.104166667,46.75
7583,55.808510638,50.723404255,2.723404255,7.680851064,2.744680851,0.489361702,1.893617021,6.70212766,7.255319149,4.29787234,2.14893617,12.29787234,3.127659574,1.617021277,0.957446809,6.063829787,1.936170213,3.85106383,2.829787234,4.0,25.0
7593,78.625,32.020833333,2.083333333,8.1875,0.020833333,0.020833333,2.354166667,7.083333333,3.25,9.104166667,8.0,7.354166667,7.1875,18.333333333,11.5,13.020833333,7.0625,2.75,0.916666667,2.916666667,17.166666667
7600,39.89306640625,36.72648239135742,1.8600938320159912,8.781311988830566,1.6641709804534912,2.8481826782226562,2.886913776397705,6.095215797424316,3.121802806854248,8.586629867553711,5.829293727874756,7.134328842163086,6.459677219390869,11.320192337036133,7.330879211425781,4.243081569671631,6.330572128295898,1.2666853666305542,5.64069128036499,8.212933540344238,4.018164157867432
7601,30.2041,55.0571,1.0286,19.9714,7.1429,0.9143,2.4286,1.2,4.9429,5.1429,2.6286,2.7143,7.4286,7.3429,3.6571,0.0,1.8286,3.3429,4.1714,9.3143,0.0
7632,30.449,63.6154,1.0,21.5641,1.4872,0.1795,0.4359,7.2564,2.8462,4.7179,2.8205,4.8718,7.359,4.5897,1.5897,0.0,1.8718,6.7692,5.8974,28.2564,0.0
7654,61.428571429,53.265306122,0.06122449,18.530612245,4.224489796,0.020408163,1.714285714,3.612244898,6.836734694,6.571428571,2.897959184,4.204081633,4.244897959,3.408163265,2.367346939,3.591836735,1.734693878,0.367346939,3.285714286,25.12244898,15.020408163
7655,47.6614990234375,44.407840728759766,3.110368251800537,6.5267839431762695,1.2389394044876099,0.264005571603775,2.547600030899048,9.438838005065918,2.576127290725708,6.77017879486084,3.7402548789978027,4.907763481140137,5.134580135345459,7.659215927124023,5.4243597984313965,2.719888210296631,3.63023042678833,4.786622524261475,3.3537685871124268,8.574620246887207,13.657103538513184
7657,56.00941848754883,38.894771575927734,4.659617900848389,12.09273624420166,1.219183325767517,1.7380321025848389,2.327374219894409,4.603477954864502,4.062847137451172,8.094240188598633,5.383641719818115,10.394222259521484,6.272754669189453,16.132410049438477,6.407699108123779,4.789219379425049,6.054191589355469,2.3918867111206055,1.1510246992111206,5.538949012756348,12.099041938781738
7685,37.52299499511719,42.59811019897461,2.3026692867279053,11.119451522827148,1.5727412700653076,2.30007004737854,1.5628870725631714,7.365279197692871,3.285208225250244,5.963079452514648,3.626730442047119,5.930560111999512,5.856421947479248,5.68519926071167,3.1321420669555664,5.2043280601501465,3.893345594406128,2.55367374420166,6.735485553741455,7.327870845794678,4.862865447998047
7710,50.666168212890625,54.3365478515625,3.832815647125244,17.495590209960938,6.770165920257568,-0.017447546124458313,1.0851812362670898,5.461419582366943,6.127513885498047,5.8275275230407715,2.401764392852783,2.7470295429229736,8.196192741394043,2.9403915405273438,2.181535005569458,3.667642593383789,1.7418252229690552,2.388380765914917,11.328291893005371,11.859105110168457,10.461225509643555
7714,48.18305969238281,40.015380859375,1.1658824682235718,8.746689796447754,2.09456467628479,0.6666557788848877,2.309065103530884,5.1132493019104,4.120005130767822,8.841306686401367,5.934045314788818,5.298070907592773,7.822100639343262,5.9194254875183105,6.797976970672607,2.9389827251434326,2.979159116744995,3.7034828662872314,2.717163562774658,7.478561878204346,8.78957748413086
7731,71.744680851,46.489361702,1.191489362,13.127659574,3.042553192,0.382978723,0.361702128,6.617021277,7.553191489,9.255319149,3.191489362,6.553191489,3.085106383,7.553191489,1.446808511,4.574468085,4.085106383,1.978723404,3.723404255,12.723404255,15.042553191
7749,78.958333333,39.104166667,3.541666667,19.770833333,9.8125,0.833333333,2.875,2.958333333,6.520833333,7.0,6.5,8.770833333,4.666666667,6.916666667,1.416666667,7.520833333,9.375,1.041666667,1.6875,4.5625,31.416666667
7762,78.428571429,60.12244898,8.06122449,51.510204082,30.428571429,0.020408163,0.020408163,2.571428571,4.897959184,10.693877551,1.489795918,2.367346939,7.020408163,1.775510204,2.530612245,0.673469388,4.530612245,0.510204082,0.367346939,9.306122449,10.571428571
7765,45.810810811,42.135135135,3.756756757,7.351351351,2.108108108,0.918918919,1.756756757,3.864864865,4.918918919,2.837837838,5.648648649,7.243243243,5.405405405,6.756756757,1.594594595,3.945945946,0.891891892,2.162162162,4.783783784,3.45945946,27.0
7770,74.2059097290039,68.16646575927734,8.316380500793457,56.2535400390625,34.80939865112305,0.45099350810050964,0.36003851890563965,3.451935291290283,4.874858379364014,9.28778076171875,0.9394614696502686,3.174314260482788,6.440916538238525,1.7373720407485962,3.0253663063049316,-0.3493864834308624,3.4821529388427734,0.6477839946746826,3.561223030090332,13.40791130065918,2.730844020843506
7793,67.05228424072266,52.892486572265625,2.6507225036621094,22.249103546142578,6.255592346191406,0.05782794579863548,2.9316139221191406,5.860556125640869,4.985124588012695,8.187213897705078,8.230203628540039,4.363036155700684,4.097017765045166,6.561681270599365,4.35319709777832,3.889268636703491,4.855466365814209,5.221022605895996,11.562615394592285,12.224714279174805,17.15790557861328
7799,54.717391304,67.913043478,1.760869565,36.47826087,24.826086957,1.804347826,2.456521739,4.652173913,3.739130435,2.52173913,0.02173913,1.086956522,6.695652174,1.804347826,0.043478261,0.043478261,1.608695652,1.326086956,2.260869565,9.97826087,5.97826087
7848,40.0691032409668,46.454200744628906,2.8487942218780518,7.795855522155762,1.3822227716445923,1.2897369861602783,4.15960168838501,4.494173526763916,6.0137553215026855,12.39803695678711,5.507603645324707,6.124569892883301,4.604960918426514,8.04590892791748,3.3504347801208496,3.763197422027588,6.121716022491455,1.222170352935791,4.5075883865356445,2.16851806640625,6.5382609367370605
7888,57.471431732177734,44.77271270751953,3.243373155593872,15.85698413848877,2.006451368331909,3.0353524684906006,3.21465802192688,10.82828140258789,7.7770094871521,7.650393009185791,12.153128623962402,10.114274024963379,9.588973999023438,7.131742000579834,9.163134574890137,5.670230388641357,4.195089340209961,3.938260078430176,9.293021202087402,14.071112632751465,10.089011192321777
7895,46.09413528442383,42.59113693237305,2.012813091278076,10.460799217224121,0.9894636273384094,1.5502359867095947,6.459621906280518,7.699746608734131,1.0062111616134644,11.999067306518555,5.007208824157715,5.890198707580566,4.417052268981934,12.692964553833008,8.717121124267578,2.2611804008483887,2.523005247116089,2.325653076171875,2.6092612743377686,5.422166347503662,8.904597282409668
7921,29.258064516,49.967741935,15.0,15.290322581,1.451612903,0.870967742,1.774193548,8.677419355,5.322580645,3.709677419,0.0,3.806451613,5.774193548,5.129032258,3.774193548,6.193548387,4.870967742,0.580645161,1.677419355,0.387096774,8.161290323
