model1_exp1,model1_exp5,model1_exp21,model1_exp23,model2
0.646272654574001,0.6398110131279993,0.5820717634336666,0.5727300047874451,0.741683125
0.6154189094600003,0.6393380188669993,0.6606758895500014,0.7139964699745178,0.664012611
0.6687141200589987,0.6687764391899991,0.6503346770503322,0.6788432002067566,0.705593109
0.6534356704899996,0.6395014308010005,0.6258594302639996,0.6261072754859924,0.691076458
0.6751673162560033,0.6701446804780029,0.6465436146800023,0.7047410607337952,0.659730613
0.6630758766740003,0.6671511016550001,0.5898289504919997,0.5957075953483582,0.678702652
0.6686149588810039,0.6808108258470031,0.6494628499460009,0.6969948410987854,0.698568702
0.7153205113090033,0.7290819000640033,0.6592017775769998,0.6965968608856201,0.662743449
0.624216816333668,0.6154439313610015,0.5892828701080007,0.6211316585540771,0.676757991
0.6187842902510028,0.5989909416000015,0.6018466612810012,0.6337035894393921,0.593426049
0.634627003425,0.6310236715080004,0.603906674940667,0.6226049065589905,0.596405268
0.6695661460509977,0.6963743031689983,0.6382958996576665,0.6309031844139099,0.647074163
0.6670623842069987,0.6603661837479992,0.6824835578409993,0.7052026391029358,0.645466805
0.6034044831619987,0.5947821711643325,0.5995343062900004,0.5562082529067993,0.671484411
0.7013016462209958,0.7043343703099972,0.6722081646549984,0.6924353241920471,0.753536642
0.7292658752480059,0.7293635175300053,0.7001516719300016,0.7723506689071655,0.742032647
0.6275689363389995,0.6006517328799988,0.6782799920410001,0.7259282469749451,0.717134356
0.6692779035210024,0.6379308845373362,0.6364645608393346,0.6757057905197144,0.711834133
0.6729682997170001,0.6748768781259991,0.6538802170759999,0.6752808094024658,0.64688015
0.554629946468999,0.5779670496199979,0.5506969292759986,0.567869246006012,0.577623427
0.5182337827679993,0.5587957741093329,0.5373745225139996,0.532900869846344,0.548322797
0.5161288909220016,0.5630140503673347,0.5359816881710004,0.5507357120513916,0.546721578
0.7162715670566696,0.6997939756680013,0.662813179590002,0.7318693399429321,0.68707335
0.6837025703430029,0.6652805102690029,0.6670614213440029,0.7105997800827026,0.713047743
0.7130058328779998,0.7167446640940006,0.6784932525960007,0.6829260587692261,0.636339545
0.5336279104360003,0.5413674864799998,0.5215851804939993,0.513332724571228,0.510240495
0.4912988699106623,0.5010011750116634,0.4945563715939955,0.4629836678504944,0.466344804
0.4486091254753322,0.4624100669119991,0.4738569512029975,0.4282066822052002,0.4963727
0.7179117817780029,0.7135698230470022,0.704124306678002,0.736405611038208,0.73420459
0.6907955057530026,0.6653945918660027,0.6624136759090016,0.6771954894065857,0.705605745
0.7074134392080003,0.7125969736490003,0.6737278856839989,0.6939617395401001,0.651942849
0.5189678474699962,0.5175382436439965,0.5043254617869967,0.5177232027053833,0.531774044
0.4497158458989997,0.4660138771043345,0.4790905240349977,0.4464741349220276,0.447934747
0.4868644473859965,0.4953445340639958,0.493954721663997,0.512285053730011,0.437401772
0.7142811825779994,0.7102225596500007,0.7023135418909981,0.6943816542625427,0.724617481
0.6890393426410012,0.6937110979530015,0.6679384463860014,0.7158079743385315,0.677833319
0.6728228113839967,0.6722261272589978,0.6727317603680006,0.7227904200553894,0.686835349
0.7021673760810037,0.7015509353680034,0.6713101185930002,0.7059216499328613,0.753834307
0.6404103866990019,0.6416985749140018,0.6562628892810003,0.6901075839996338,0.767526448
0.7240802224350041,0.7299598864360026,0.6323346019080007,0.6756294965744019,0.636268139
0.6539541989850003,0.633771289214001,0.6199795740560007,0.6169989109039307,0.65729481
0.6239869586393347,0.6169997965610007,0.6437537988710005,0.636744499206543,0.639489293
0.6675181805220012,0.6371675281143359,0.6413979400223349,0.6467326879501343,0.657200575
0.6303287193139988,0.6117430314869995,0.6230921510119984,0.643348217010498,0.674616277
0.6164489208610031,0.6037172296690021,0.6297469922036695,0.6330563426017761,0.682771087
0.6760465296603331,0.6555470181549994,0.6353675971020009,0.7106746435165405,0.668343008
0.6797445802730002,0.6757139589790014,0.6640969621259997,0.7079772353172302,0.68981111
0.6534934823730014,0.6525770756870009,0.6480766447446672,0.6342580914497375,0.669276893
0.6945967963429991,0.6731213160020002,0.6923115739499992,0.7487736940383911,0.736468434
0.7431181125669936,0.7377639940879939,0.7258180737599985,0.7728633880615234,0.685908914
0.6625388149970023,0.6596136178040014,0.666441415214001,0.6453456878662109,0.692606688
0.634517058146999,0.6342044324716662,0.6990738767919991,0.7674674391746521,0.621881425
0.6798576000499996,0.6580310107420001,0.627435746602,0.6771846413612366,0.64187175
0.6461157612710027,0.6608886165920019,0.6548209238770006,0.6837299466133118,0.629643261
0.6369995253590003,0.6150967893450018,0.5884902378269997,0.6259371042251587,0.63742882
0.5718563972369992,0.5744220987650006,0.5737825576573322,0.5243154764175415,0.568549097
0.5417936162490004,0.5563773112319987,0.5550895388329993,0.5412907004356384,0.550528347
0.6690416146740026,0.6602734156890011,0.6306210896260008,0.6898820400238037,0.689358115
0.6897245354670009,0.6825856625143346,0.6593597992420006,0.6904935836791992,0.654021561
0.6320129966990019,0.6468919754490003,0.6461329712090013,0.6631758213043213,0.635320961
0.6343261571820024,0.6283352940770024,0.6044941629160014,0.656867265701294,0.655736804
0.557560284568,0.5686334648390005,0.5546580333346668,0.5355755090713501,0.566283047
0.5390110162906623,0.539599850929329,0.5395865486786642,0.5042455196380615,0.481012821
0.6679072914050025,0.659660909269003,0.6439959212180015,0.6553521156311035,0.663820803
0.658898047550998,0.6536016156679978,0.6456445720759993,0.6699166297912598,0.719770193
0.6270087614290029,0.640038220040003,0.6438851092320009,0.6602691411972046,0.631987572
0.6676085558430047,0.6500572879583373,0.6113856308586678,0.6467663645744324,0.677532375
0.5421557122269975,0.538658741622331,0.5440651628009983,0.5318770408630371,0.591208756
0.5521335845540006,0.540966581985,0.5439174228299993,0.5490057468414307,0.53147006
0.6903716537600012,0.6897781188670009,0.6650019931090013,0.6807692050933838,0.663474023
0.6805996538570004,0.6765659235299998,0.7120549716299998,0.6983059048652649,0.788901448
0.6651827426369986,0.6596442179549986,0.6983240445869983,0.766107439994812,0.7271505
0.7258226355969987,0.7127436918099984,0.7017190647449982,0.7202989459037781,0.762947679
0.7021822011030011,0.6947522676280008,0.7135333910770009,0.7444303631782532,0.782185555
0.7096109959243315,0.7047782087769974,0.7368012686659984,0.7626035213470459,0.775471032
0.6468011255160002,0.6166036077669991,0.6885160877249992,0.6598361730575562,0.773452044
0.6043303803309998,0.6073878776910007,0.5761821383826663,0.572208046913147,0.562895596
0.618558100113667,0.6249245485530005,0.5954396637920003,0.6247823238372803,0.649397433
0.6215114123260004,0.6259468648010005,0.5860436008369991,0.6366709470748901,0.62980479
0.6245175891339999,0.626612759764001,0.6139094918530003,0.5820196270942688,0.633847356
0.5725361024479992,0.5684910687809979,0.5897381976199995,0.5664272308349609,0.580685914
0.5164569052579958,0.5213580901629954,0.5335422176786652,0.4641194939613342,0.552167237
0.5580150787046649,0.5629341321089978,0.5786157671509993,0.5419695377349854,0.504542291
0.5398085696490033,0.5799236541950016,0.5393695284300011,0.512862503528595,0.644456685
0.5850760290610004,0.5909841137733329,0.5933206717286669,0.6583837270736694,0.629776061
0.590503244646002,0.6071467997860024,0.5837978232340004,0.5479375123977661,0.646081865
0.6005986510010011,0.6088950022923341,0.5984098288080001,0.6212209463119507,0.641097605
0.6438843922259962,0.6345628968499978,0.6120465736689998,0.6470479369163513,0.611363053
0.7323288938229947,0.714896951547997,0.6897257693409985,0.7554247975349426,0.710475385
0.6233222952310011,0.6313907211629994,0.6134433947430011,0.6584729552268982,0.656868696
0.5685167726459961,0.5552817456499979,0.5679934462109986,0.5333397388458252,0.484648168
0.5659383082870003,0.5635874066069994,0.5597085843359998,0.5154536962509155,0.509772897
0.6159710364089974,0.621163319090997,0.6302939051909997,0.6265712976455688,0.65459007
0.7483954842459961,0.7413855684329966,0.7039149001409982,0.7265265583992004,0.695180893
0.6128672925539999,0.617120891506,0.6048594301086676,0.6266747713088989,0.593364775
0.5023866087510024,0.5130233540960024,0.5194363552090014,0.4633297324180603,0.439548492
0.5195864403330002,0.5322048825596665,0.5582666530189996,0.5586435198783875,0.533399761
0.5256740700840026,0.5382437649050009,0.5110541956419997,0.4442069232463836,0.473441422
0.4375354843613287,0.4452763892436625,0.4989596972946643,0.43535116314888,0.518970966
0.5767995365099994,0.5929131217339982,0.5961565202759979,0.6351975202560425,0.654660583
0.7316137665069952,0.7327164383929976,0.7128320407733316,0.7430087327957153,0.677168548
0.627896764062,0.6360854164530013,0.6283610976390002,0.623897910118103,0.561989546
0.6149908336480003,0.6059503270980013,0.6004968664490005,0.5959450006484985,0.574885488
0.6177753775336686,0.6155669144990018,0.6179827409353343,0.5962967872619629,0.614413023
0.597169331294002,0.6009513238120024,0.588934646512001,0.5893480181694031,0.635378361
0.6198992339550035,0.6260751070010029,0.6345726312310006,0.669048011302948,0.613007128
0.6125424595279996,0.6152255895459994,0.6187623666556662,0.6335296034812927,0.521455884
0.5599739286409988,0.5567341731759992,0.5610071239649993,0.499815970659256,0.581152201
0.5851371170799995,0.5768414615349999,0.5611534482906668,0.5254199504852295,0.583372533
0.5839238271139988,0.5674808863659996,0.5716074741326661,0.5874545574188232,0.617533803
0.603877269307998,0.6001097640039997,0.5606658379849994,0.5686661601066589,0.554480314
0.5938948058409992,0.577247188386,0.5527995846020003,0.5658910870552063,0.601728082
0.5641628042969994,0.5738233543699999,0.6440257464500004,0.6712589859962463,0.581723452
0.5898570187690007,0.5751894123380007,0.5727470335249997,0.5492523312568665,0.610925257
0.5904560953799988,0.5876403907110002,0.5865702524829997,0.5822306275367737,0.641701937
0.5308097362179993,0.5242280879859987,0.5452328130809994,0.5646194815635681,0.560633719
0.4779553816769984,0.4952772715039988,0.4924373733069987,0.4868190288543701,0.566195071
0.6237502704759981,0.5952360901489988,0.6177063692999989,0.6334143280982971,0.581259191
0.4837834434059981,0.4845292438839987,0.4938428608499989,0.4397275149822235,0.518769562
0.471846554250332,0.497592669726998,0.506398771180999,0.486217200756073,0.544449329
0.5379115314149997,0.5290772538830002,0.5625630226700004,0.5088614225387573,0.550004244
0.5007130879849985,0.5166311268289975,0.5426006677279991,0.4786815941333771,0.47913295
0.5264292689160006,0.5314572234130011,0.5710181026596669,0.6220124959945679,0.543855011
0.5161405792669983,0.5220096543919982,0.5317119136846664,0.521738588809967,0.506188631
0.6289295654299999,0.6497288012656665,0.6296655742149991,0.6137141585350037,0.700652182
0.5942996356600002,0.5798492798580009,0.6059979525290006,0.6285290718078613,0.594528139
0.528071046436334,0.5433784365900001,0.5451634332510004,0.5347504019737244,0.530874729
0.4826055558429979,0.4973640101429988,0.4719039168799975,0.4591267704963684,0.469840348
0.5258545955316672,0.556550310461001,0.567609378298,0.5603135228157043,0.556770265
0.4414848933679991,0.4470631317070002,0.4498776377719993,0.3839274048805237,0.565324187
0.5712582210550015,0.5722576713020013,0.586633245590668,0.5729169249534607,0.62677294
0.4599410120879987,0.4731307601979991,0.4782828386559994,0.4558562934398651,0.391424298
0.5289614371330015,0.5516440193370026,0.5409533082470004,0.4982984066009521,0.501390457
0.5839041906130025,0.5827551719890027,0.6065971451890002,0.6265905499458313,0.627670705
0.4786955419659998,0.4721822316569998,0.4641489662469991,0.4274314045906067,0.410547674
0.5286107354506666,0.539884765012,0.5422416278670006,0.5688015818595886,0.444511473
0.5173736537250001,0.5046541200339998,0.5504944382900002,0.5449373722076416,0.598562062
0.4729951137189997,0.4676240141779999,0.4560225584399991,0.4260492324829101,0.449538052
0.5749223328470005,0.5574594785950011,0.6009765619660007,0.6058791875839233,0.633562922
0.452843001300999,0.4497694112859994,0.4579342249169992,0.395050048828125,0.442850292
0.6343095767760004,0.623870406172001,0.6305505080403332,0.6611069440841675,0.63842231
0.605092514462334,0.5967160098260018,0.6233615566510007,0.6660376787185669,0.666276217
0.6347012876250017,0.6186686558490017,0.5926195921119999,0.6369965672492981,0.640148044
0.6465571980240031,0.6433166915160019,0.6173202800240004,0.5752813816070557,0.684454262
0.5942680064819994,0.6004072416300004,0.6192134363380003,0.6756927371025085,0.58319658
0.5215999681370013,0.5117203367976678,0.5161111401710003,0.5251635313034058,0.623369098
0.5358119598990012,0.542838561616002,0.558599661089,0.5217702984809875,0.481549382
0.4630821926163332,0.4640322230169992,0.4640446235039991,0.4023312926292419,0.440971613
0.5235193485999988,0.5232467585289989,0.5492413691369998,0.5353682041168213,0.569005787
0.4767642731909989,0.4841485753553329,0.5047039874263318,0.4978984892368316,0.464812011
0.485912141604001,0.4865556035619999,0.5146170675986664,0.5406649708747864,0.5145787
0.5103523381879976,0.4964653727399981,0.4916733169529987,0.4173464775085449,0.409523189
0.5275141753053313,0.5560727162373329,0.5513110458483335,0.4945117235183716,0.598061085
0.5474558309863324,0.5436214589619998,0.5665340143533328,0.5704072117805481,0.527390063
0.6539247938440014,0.6562770113420001,0.6232007408419996,0.664242684841156,0.645621657
0.5408318133193326,0.5428149228280004,0.5538475490729999,0.5498074889183044,0.559063315
0.5399571935196668,0.5714682839910002,0.5833187678990004,0.5945661664009094,0.604817986
0.6445088475170003,0.6623368790760015,0.6652804412610012,0.732306957244873,0.741416454
0.5875765159190021,0.5835659638490014,0.6114902966710003,0.6990326642990112,0.635216951
0.5307733818299991,0.5607655854493334,0.5887124530570006,0.5878312587738037,0.6238451
0.5163195571006682,0.5209083372850007,0.5369152910656672,0.5162550210952759,0.54410547
0.4669204499903311,0.4960484548159979,0.4927236532259982,0.4884375631809234,0.470886946
0.4855386730089995,0.4884484073029995,0.5013070093279999,0.4958684742450714,0.457610786
0.5082996106949986,0.5019637150960001,0.4858624085129997,0.4573408961296081,0.410915345
0.6340578820830007,0.633707924153001,0.6394897650880005,0.6235071420669556,0.675849199
0.5832790442520009,0.5690516259950004,0.5885829680019998,0.5937229990959167,0.592594087
0.4902662171439977,0.4917393861399993,0.5066069749289994,0.5061968564987183,0.511731207
0.4891339021053325,0.4972115721756669,0.523321807785,0.4710562229156494,0.530753255
0.4844616458809986,0.500583061456665,0.5137360959719988,0.4748195707798004,0.563374221
0.580961175075999,0.5714593134099998,0.5729223769270003,0.5421552062034607,0.579679847
0.5452085958230006,0.5452005276910009,0.5531957662870011,0.5177077054977417,0.536392093
0.6012469610559983,0.6182395492419989,0.6234835997323329,0.6860398650169373,0.677509487
0.5770463529250011,0.5723653496560017,0.5911322348053345,0.5912162065505981,0.568226874
0.6480138630649996,0.6341553793223327,0.6380716089059993,0.6833493709564209,0.741917253
0.6314624395879993,0.6432480544109997,0.6096845449069996,0.5944788455963135,0.663809776
0.5914509108339997,0.610440563051668,0.623068039719,0.6032209396362305,0.737217426
0.6396206930080004,0.6374621186240003,0.6533747507690006,0.6911108493804932,0.668049455
0.6176668270649994,0.6342436221279989,0.6456517868259993,0.6699050664901733,0.697133899
0.6086308043499997,0.632471794346,0.6072833846680004,0.5720995664596558,0.666004062
0.5964273307240019,0.5745870928330018,0.6156959317193348,0.6244298219680786,0.610975921
0.5866115367870011,0.5527468959080007,0.6065775960813333,0.6604791283607483,0.621872604
0.6154848531009989,0.6071066704319995,0.580169049027,0.5859968662261963,0.613659263
0.6078441245970014,0.5917509102330014,0.5757950966543338,0.5778154730796814,0.563769639
0.5452816593000002,0.5317572156599987,0.5226871454099994,0.5066946744918823,0.637157798
0.6340108836789997,0.6257120851030007,0.6232633366109998,0.6867629289627075,0.595797122
0.4555936890179974,0.4670753613689976,0.4892786259346647,0.4930677115917206,0.483890712
0.5354009134509992,0.5268850695539996,0.5696707514183332,0.5576648712158203,0.48623395
0.4941335252759987,0.5080699969729986,0.5073983407479987,0.4601811468601227,0.506087422
0.5818892527070003,0.579746496827,0.5941937906100008,0.5557155013084412,0.592597008
0.5065241285109989,0.4960217454479981,0.5104033819759981,0.4543554186820984,0.766077101
0.5845469789593329,0.5816941350999989,0.5870765232069994,0.6004995703697205,0.696118534
0.6211736842139992,0.5972568424359977,0.5251480952139982,0.5718245506286621,0.503974319
0.4879754884739992,0.4990848379009994,0.5570480111809987,0.5044646859169006,0.595323682
0.5334654855889998,0.5210441762683325,0.5932919102626647,0.5658071041107178,0.707350612
0.5072099130229997,0.5110625296569993,0.5359125240553325,0.5671637654304504,0.5410133
0.488701416542666,0.4924903357659997,0.5467308257403314,0.5916595458984375,0.58374089
0.4781531430108092,0.4897032255939995,0.5553397589033322,0.538445770740509,0.53294003
0.5835293589326656,0.5718506064186668,0.5766801227959995,0.5184057950973511,0.623998106
0.5463809395033333,0.5310619068599995,0.5439858871646668,0.5558156371116638,0.765359163
0.5576837457119991,0.5352485765849981,0.5934956484056652,0.6071153283119202,0.931475282
0.5592697944019994,0.5509527784629986,0.4658899570349993,0.4389826953411102,0.641499043
0.5993687007859991,0.5530607436079986,0.6085486147539986,0.5597511529922485,0.764139116
0.5732118915879989,0.5688167775209989,0.654018064229332,0.6457856297492981,0.453527272
0.6124436639843326,0.6251172099713325,0.6224507812179989,0.6240443587303162,0.770972967
0.5226849013933329,0.5346051315930473,0.5312837444726651,0.5291281938552856,0.668325365
0.4850432129593322,0.5001199894943325,0.542981741911666,0.5288823843002319,0.726503611
0.5039839470333328,0.5163332718386662,0.5453597789249994,0.6246523261070251,0.670742929
0.5279309226583365,0.5352844903633367,0.5406049300086697,0.5209419131278992,0.70818311
0.4666073157909995,0.468752564429999,0.4674599612249986,0.4570738673210144,0.704239666
0.4982309590203329,0.5068883621906665,0.4798386121319995,0.4135423898696899,0.326636672
0.512941358718,0.5170752834019998,0.5274065883409996,0.5002472400665283,0.641451001
0.4970950211646656,0.5251391748679994,0.505257554066332,0.4887665212154388,0.507843792
0.5346169415081427,0.561314551739333,0.5229536915669984,0.5982288122177124,0.493128836
0.5580434735070001,0.5609069676753321,0.5435016188583326,0.5881611108779907,0.534701526
0.5025539159359993,0.4925698142563329,0.5285058830479992,0.4970470368862152,0.511368871
0.5904993057159988,0.5610169246753329,0.6371009547919981,0.6578117609024048,0.687143087
0.5440342745144746,0.5188193481063328,0.5688439247456651,0.6212177276611328,0.588850617
0.5426121921976664,0.5331429278879993,0.5862474679396654,0.6164872050285339,0.655802906
0.5388045474086659,0.532525377181666,0.5698426922943318,0.6635954976081848,0.541670501
0.6021358764629995,0.5560630620946658,0.6065947740979987,0.6227867007255554,0.634206533
0.6235089167223332,0.5729475862166657,0.6467206172596665,0.651535153388977,0.744666398
0.6066060643462856,0.6085397910083327,0.6211099847349996,0.6182753443717957,0.666878939
0.5377880269889999,0.5210961113223334,0.4955803888413329,0.5535596013069153,0.676779866
0.5598799884646658,0.6015820325286653,0.5838008281713335,0.5896520018577576,0.64677465
0.5843925943103327,0.5783456697176669,0.5776714116273327,0.5999000668525696,0.737295508
0.4982566275267136,0.5051962926919993,0.5110583189779985,0.4767088294029236,0.55835247
0.4380407258139969,0.4413635779719966,0.4382016917609962,0.422210156917572,0.479525834
0.5907992781920008,0.5691262228299988,0.5298462413429994,0.5123195052146912,0.47067821
0.4751824263670001,0.4775701044970479,0.4336796507246661,0.3759291172027588,0.487186611
0.471725322079332,0.4617661168982849,0.4305503181133318,0.3726221919059753,0.476771712
0.462661463512666,0.4665892150706183,0.4495471207789988,0.404134064912796,0.310133457
0.5340284086769991,0.5124209786090002,0.5247735695129992,0.5189583897590637,0.412640661
0.3984421827726637,0.4014803045799969,0.399854954610997,0.3601009249687195,0.407268882
0.5230995863196186,0.5406174827873333,0.5064352370686653,0.4920973777770996,0.47643286
0.612705495484667,0.6235585506966663,0.5994726071139987,0.6486837863922119,0.584937751
0.5490447763636662,0.5947627093083339,0.5294821155863331,0.5553991794586182,0.662367344
0.4305013111909995,0.5219852946629998,0.441178128074332,0.4358114004135132,0.461535424
0.4986737609436662,0.5028249052249996,0.4800586250369996,0.3871215581893921,0.586619139
0.4123751275429997,0.4022000273569982,0.3677204876146652,0.3504947423934936,0.359810174
0.5265130502133338,0.5253076024743332,0.5018681828963324,0.4451123774051666,0.509580374
0.5347653228139994,0.5300256350616652,0.5106479242776653,0.5261549949645996,0.783656955
0.5862545421759996,0.5944811434049996,0.5713065344823333,0.618916392326355,0.627215743
0.6147014470999991,0.628379213933,0.6771533895449985,0.7367774248123169,0.736367583
0.6092071886530003,0.603023947444999,0.6634526557669994,0.634443998336792,0.783043981
0.597004640302,0.5947666529516665,0.5970549192289999,0.6029272675514221,0.650179207
0.59143614606,0.5486593735899986,0.4786862011383328,0.4738784432411194,0.497091174
0.5765191306939995,0.5981963196293328,0.5623056892889998,0.5716981887817383,0.59892261
0.5141502806543314,0.5436256252723325,0.4727826166049992,0.4862934947013855,0.601553798
0.4856534278559998,0.5418245786779995,0.5344396237876656,0.5680890679359436,0.638486207
0.5415816739289998,0.6003790493410011,0.5025555721709998,0.5137887001037598,0.536518574
0.5933800784029994,0.5806177205629993,0.5743736974870004,0.6150930523872375,0.575351536
0.5648053139839995,0.5653352138100003,0.543252967186999,0.569353461265564,0.594989598
0.5115829513060002,0.5161795616163317,0.525138656301,0.5040810704231262,0.719610214
0.5223010577660002,0.5055494786159995,0.4689233114659988,0.4485864341259002,0.392678767
0.5986668015510002,0.6105570796933325,0.6447364659149992,0.6406580209732056,0.646277308
0.494058372905333,0.495448809855666,0.5144912441503318,0.5594633221626282,0.624781013
0.6211565549219987,0.6308407159629997,0.6052159150069994,0.6406257152557373,0.644436598
0.3986575969299999,0.4155874325759991,0.3769493539919991,0.3391432464122772,0.466560364
0.4874334869439994,0.4292722747273319,0.449602937218333,0.4131037592887878,0.522361815
0.4070265174903328,0.4792207047753325,0.3701735846133328,0.3526663482189178,0.445189863
0.4546622531526654,0.4359549959983316,0.4800623109456666,0.4619432389736175,0.40731287
0.4795567251589996,0.502434524315333,0.5376649051136658,0.5354788303375244,0.550349653
0.6211206889449994,0.6055711961899994,0.587459140435,0.5827972292900085,0.435376316
0.6163067804259996,0.6268721139749995,0.6284766305910006,0.6308820247650146,0.636735618
0.4260378233206662,0.4079896790409992,0.3869736193093326,0.41560760140419,0.448480725
0.6165551052289998,0.6091922850749988,0.6649996034300002,0.6458423733711243,0.571315825
0.502481479876,0.5026941053859989,0.4639810326966664,0.4540789425373077,0.442978263
0.6190055900849993,0.6067136395383333,0.6369180568719999,0.6418635845184326,0.693766832
0.5521196525406664,0.5665602138983327,0.5779888110209997,0.5712282061576843,0.431402385
0.6054038491133334,0.6056172548899995,0.5917355111010002,0.5919536352157593,0.507195175
0.5859571006266651,0.6103108764539986,0.6114950019309997,0.6367979645729065,0.699792504
0.4285049300389998,0.4323969710076658,0.3907650028409989,0.3124040961265564,0.348917007
0.4274766650779991,0.4688043543759987,0.4106920212063322,0.4365939497947693,0.438293755
0.5515481359629996,0.5234674823450004,0.5158356077279989,0.5017907023429871,0.576243639
0.5954115560353326,0.5935423291669988,0.6229407931579991,0.6230064034461975,0.742308736
0.5850284932549993,0.5945106401859999,0.6352631949459995,0.5943394899368286,0.783031046
0.6283442859169996,0.6295197757689999,0.6436057328680006,0.6786838173866272,0.542069495
0.5200863048679994,0.5369573520053332,0.4884822207749999,0.4913926720619201,0.75743556
0.5651776067553327,0.6003998673209986,0.626842346157333,0.5756567120552063,0.718840659
0.5403893090870004,0.44080755255,0.455726915187999,0.4536741971969604,0.336576283
0.5040160449229991,0.4587660908266658,0.5248910798429995,0.5151048898696899,0.474053264
0.6325790765273329,0.6291636487306684,0.6002707375703336,0.6151373386383057,0.744300663
0.5446241482489993,0.4292966490999985,0.5338176731549998,0.5769479870796204,0.342512548
0.6056394347779998,0.5912064576109995,0.6204359931700004,0.7066061496734619,0.747054458
0.4289449190113333,0.4429009518379995,0.3843167852869988,0.412646621465683,0.43195194
0.4722026961829988,0.4360571299006651,0.4294193865696651,0.3329801559448242,0.484597623
0.5050814088429995,0.4166489165022847,0.4454640428833324,0.4265659749507904,0.453645647
0.4594915078156665,0.4637355109409998,0.4198058457959992,0.4562374651432037,0.348775923
0.4269971438753335,0.472640185630666,0.4087000515179999,0.415791392326355,0.309871435
0.625253898144667,0.6220065939240003,0.5778750551403327,0.5758720636367798,0.560108304
0.557614521467667,0.5901302659640003,0.5187320387823332,0.5251438617706299,0.567644954
0.6004168027820002,0.6164444765506667,0.6700891995983322,0.7214928865432739,0.778187871
0.5256749255473331,0.5240349609209998,0.5243966339279996,0.4369831681251526,0.528704703
0.5856394663880004,0.6156276845240001,0.6070372674710001,0.637965202331543,0.496911496
0.5865394123086666,0.6158663793736663,0.5544800432053334,0.4977168142795563,0.702419639
0.5934261353420003,0.6410685716809998,0.6347053326476658,0.6435384750366211,0.752840638
0.5486195122609991,0.5802166899219983,0.5817733564449994,0.5522487163543701,0.720492244
0.5826471104710006,0.5753893338670006,0.5891727565843328,0.5758263468742371,0.803020239
0.5735260308963324,0.5734114256763325,0.618304869123333,0.6518294811248779,0.489936888
0.6169532212489995,0.6086396871499986,0.6660036844800004,0.7473338842391968,0.537532687
0.614886419031,0.6222842913010004,0.6426327001206656,0.660365641117096,0.776176572
0.5332312490963331,0.5530162191039996,0.5424649087543335,0.5597892999649048,0.379824162
0.5349746750486664,0.6563177888939982,0.5803409656239988,0.6295421719551086,0.671344519
